,WR,distances,corr
1977-03-15,2,2.8577028666249613,0.2052022809257951
1977-03-16,2,2.7097159728052,0.3097568421932154
1977-03-17,2,2.630287754486165,0.41199890956835844
1977-03-18,2,2.6713029511176387,0.4819205257853529
1977-03-19,2,2.810064159838781,0.5083949167406719
1977-03-20,2,2.9507269450178577,0.4962784242516211
1977-03-21,4,2.9598416859880103,0.3680055111262219
1977-03-22,4,2.8100613097409965,0.3782631950010076
1977-03-23,4,2.6507944338099114,0.37290580076677504
1977-03-24,4,2.638175263569634,0.345698058593091
1977-03-25,4,2.8582619992276923,0.29990050988810946
1977-03-26,2,3.1043066906939,0.24591493422413055
1977-03-27,2,3.3395891651908274,0.2710312201104841
1977-03-28,2,3.46018867144667,0.3065979842890548
1977-03-29,2,3.429168497012024,0.3416678840291007
1977-03-30,2,3.2862064001914426,0.36934901845008666
1977-03-31,2,3.1326737268989846,0.3852480270489369
1977-04-01,2,3.0889756495654277,0.38417593853935267
1977-04-02,4,3.1866521505489813,0.2462518392077466
1977-04-03,4,3.2668181932040268,0.298460646757199
1977-04-04,4,3.380739131066569,0.34219031406169725
1977-04-05,4,3.4275599037969786,0.3765723176756797
1977-04-06,4,3.369818203918045,0.40464991170365977
1977-04-07,4,3.2583057213082247,0.42493364450854954
1977-04-08,4,3.202680447858023,0.4297980407036117
1977-04-09,4,3.280462437259253,0.4077870797878169
1977-04-10,4,3.4573944919510535,0.34930746969763743
1977-04-11,5,3.5428608426716015,
1977-04-12,1,3.4649222950112035,-0.14682351002586294
1977-04-13,1,3.351086077470374,-0.1478510612271934
1977-04-14,5,3.221549619850005,
1977-04-15,0,2.894302258006039,0.5420323917947149
1977-04-16,0,2.6349095325750223,0.5990258601652069
1977-04-17,0,2.481473981370809,0.5673976057073513
1977-04-18,0,2.5013152013961197,0.4362801763437603
1977-04-19,1,2.4167075713187693,0.3514191611467432
1977-04-20,1,2.541530240415721,0.5056439940107336
1977-04-21,1,2.982227560279288,0.5773141409596515
1977-04-22,1,3.459573722629417,0.6005938694010108
1977-04-23,1,3.739938099427467,0.6006272486993647
1977-04-24,1,3.737028175288608,0.5819397312132313
1977-04-25,1,3.5012850689299744,0.5356867633962584
